condition,seed,checkpoint,epoch,layer,train_acc,test_acc,train_loss,test_loss,A_eq,A_eq_true,KL_eq,EA,EB,EAB,R_interaction,R_separable,spectral_entropy,participation_ratio,probe_x,probe_A,probe_B,effective_rank,grok_status,representation_type,algebraic_alignment,factorized,invertible,number_channels,parameter_count
RAW,42,ckpt_epoch_5000.pt,5000,0,1.0,0.06110520722635494,0,0,0.131,0,16.571161975912226,0.09795356481035244,0.3657707602811219,0.19037502623508978,0.2910490980445012,0.7089509019554989,2.508406079844991,7.337808558658422,0.04649721016738995,0.26968381897086174,0.2672039677619343,19.615766525268555,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_5000.pt,5000,1,1.0,0.06110520722635494,0,0,0.131,0,16.571161975912226,0.07116233880131828,0.3725734243601553,0.15306998533245675,0.25648208938794015,0.7435179106120599,2.2657531094023886,6.059133195068331,0.09733415995040298,0.3000619962802232,0.2982021078735276,11.802980422973633,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_6000.pt,6000,0,1.0,0.06615302869287991,0,0,0.1307,0,16.526147426350896,0.08392427757166582,0.2849324137453481,0.1664448592334707,0.31093662826551666,0.6890633717344834,2.161472939456411,5.369596369758316,0.04215747055176689,0.2610043397396156,0.25852448853068816,19.601913452148438,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_6000.pt,6000,1,1.0,0.06615302869287991,0,0,0.1307,0,16.526147426350896,0.07396156312818526,0.3833171262113141,0.17299384401574408,0.2744746674820411,0.7255253325179588,2.403645368159,6.948999058317744,0.11407315561066336,0.29882207067575944,0.2975821450712957,9.295207023620605,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_10000.pt,10000,0,1.0,0.08581296493092455,0,0,0.1393,0,16.002527590086938,0.046572866907415036,0.19275598553189097,0.1121258648032124,0.319033603199131,0.680966396800869,1.4720111882825324,4.162559327200761,0.048977061376317424,0.27464352138871667,0.23434593924364538,11.254593849182129,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_10000.pt,10000,1,1.0,0.08581296493092455,0,0,0.1393,0,16.002527590086938,0.08067316557704603,0.40219495759883206,0.25169980410147497,0.34265014133463506,0.6573498586653649,2.7403110208637713,9.72658473768221,0.19652820830750156,0.3775573465592065,0.36577805331680097,7.339532852172852,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_12000.pt,12000,0,1.0,0.11131774707757705,0,0,0.1548,0,15.833526178947068,0.05886285454866022,0.12529355844104795,0.11452865680286861,0.38344285799890687,0.616557142001093,1.3830496184514292,4.144815834910467,0.05455672659640422,0.2864228146311221,0.20954742715437075,7.518284797668457,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_12000.pt,12000,1,1.0,0.11131774707757705,0,0,0.1548,0,15.833526178947068,0.11508681483035796,0.3423698789378067,0.25545357153762827,0.358325001012652,0.641674998987348,2.752449243380961,10.137833370837651,0.2647241165530068,0.444513329200248,0.38685678859268446,6.477023124694824,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_15000.pt,15000,0,1.0,0.1365568544102019,0,0,0.1656,0,15.8074977549621,0.1186246776588528,0.06941421753453754,0.1395174885529358,0.42593426804035117,0.5740657319596489,1.574799629752538,5.367999912402899,0.06447613143211407,0.2982021078735276,0.217606943583385,4.554794788360596,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_15000.pt,15000,1,1.0,0.1365568544102019,0,0,0.1656,0,15.8074977549621,0.15548438539015913,0.3514135199450851,0.3494332124766688,0.40805852456878633,0.5919414754312137,3.236841475114306,15.012930801505991,0.3087414755114693,0.4680719156850589,0.4042157470551767,6.5949296951293945,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_18000.pt,18000,0,1.0,0.14373007438894791,0,0,0.1706,0,16.75938568065976,0.13450991344369712,0.04111087466719488,0.1377781732026663,0.4396254940513925,0.5603745059486076,1.5135551465010288,4.494349812839502,0.05765654060756355,0.3087414755114693,0.15995040297582144,3.238579750061035,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_18000.pt,18000,1,1.0,0.14373007438894791,0,0,0.1706,0,16.75938568065976,0.14695282394158515,0.3459446650121182,0.36818083730063045,0.42758112250044267,0.5724188774995573,3.307384904357332,15.360866312350646,0.3428394296342219,0.4494730316181029,0.41413515189088657,6.507960796356201,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_20000.pt,20000,0,1.0,0.14665249734325186,0,0,0.1823,0,16.61766188681515,0.1486897545670508,0.04012419689964024,0.1600622215171684,0.45879378963656997,0.5412062103634301,1.6030705023516836,5.351434670836092,0.04339739615623062,0.30626162430254183,0.14755114693118412,3.0228946208953857,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_20000.pt,20000,1,1.0,0.14665249734325186,0,0,0.1823,0,16.61766188681515,0.14938767934455022,0.3372213002783435,0.3658247495519799,0.4291533019300933,0.5708466980699067,3.272792736906206,15.655814969786459,0.33911965282083073,0.4531928084314941,0.4283942963422195,6.7616353034973145,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_21000.pt,21000,0,1.0,0.15621679064824653,0,0,0.1844,0,15.2566181981939,0.08883599653094364,0.025300272566786488,0.10163708277512028,0.4710363068142555,0.5289636931857445,1.081963372149582,3.2102270318895503,0.047117172969621826,0.33911965282083073,0.1115933044017359,2.5082247257232666,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_21000.pt,21000,1,1.0,0.15621679064824653,0,0,0.1844,0,15.2566181981939,0.14675250673315918,0.29620109711711795,0.38107265001392415,0.4624520738591959,0.537547926140804,3.290975423278116,16.124226841382423,0.36825790452572843,0.463112213267204,0.43087414755114695,6.244364261627197,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_24000.pt,24000,0,1.0,0.16126461211477153,0,0,0.1786,0,15.81410267240555,0.1452136968193128,0.04617195969119625,0.1500638111020778,0.43949054058078724,0.5605094594192127,1.5392451266831426,5.219397831233695,0.03905765654060756,0.30068195908245504,0.1097334159950403,3.9806482791900635,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_24000.pt,24000,1,1.0,0.16126461211477153,0,0,0.1786,0,15.81410267240555,0.1550880815954882,0.32157359086705367,0.4490855186365348,0.48510600189168934,0.5148939981083106,3.565858010686655,22.6561790064988,0.38003719776813394,0.4624922504649721,0.42901425914445135,6.530463695526123,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_25000.pt,25000,0,1.0,0.17109458023379384,0,0,0.1835,0,15.120966062164094,0.09447406290285792,0.03427870488861176,0.10366889363606788,0.4460380026514391,0.5539619973485609,1.094669940938402,3.574431081127245,0.030998140111593304,0.29510229386236825,0.09919404835709858,2.708340644836426,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_25000.pt,25000,1,1.0,0.17109458023379384,0,0,0.1835,0,15.120966062164094,0.14354628402567451,0.28892767422382626,0.4529138467252467,0.5115429015177868,0.48845709848221314,3.54541759374353,22.09277400273857,0.40173589584624925,0.48357098574085555,0.4556726596404216,6.063548564910889,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_25500.pt,25500,0,1.0,0.109192348565356,0,0,0.1492,0,18.58442683645606,0.055049493088422316,0.12367167583250352,0.11936690947723808,0.40044174231549323,0.5995582576845069,1.3279371399242401,4.951106035594824,0.0365778053316801,0.17668939863608182,0.1568505889646621,6.421433925628662,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_25500.pt,25500,1,1.0,0.109192348565356,0,0,0.1492,0,18.58442683645606,0.06803096162645145,0.2960261432475034,0.49650692029334703,0.5769552360695316,0.42304476393046836,3.61539532782622,23.295440327165014,0.31308121512709236,0.36391816491010537,0.4314941103533788,5.260262489318848,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_27000.pt,27000,0,1.0,0.12221041445270989,0,0,0.1552,0,16.612882178617017,0.019648383364690915,0.07033301002519782,0.05467744917464576,0.3779751600753568,0.6220248399246432,0.6516276503138472,2.2751671078596227,0.03037817730936144,0.18474891506509608,0.12833230006199628,5.891934394836426,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_27000.pt,27000,1,1.0,0.12221041445270989,0,0,0.1552,0,16.612882178617017,0.059696023714769966,0.27657081425737273,0.47182947590838736,0.5838777727405191,0.41612222725948084,3.4650070072922166,19.149001581926584,0.3211407315561066,0.3521388716676999,0.4314941103533788,4.912506103515625,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_27750.pt,27750,0,0,0,0,0,0.1501,0,18.387204576545486,0.032461997470587686,0.11043313600658893,0.10349824682834248,0.42005287114454254,0.5799471288554574,1.0856120707814105,3.732656561576086,0.02727836329820211,0.1791692498450093,0.12647241165530068,5.815222263336182,training,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_27750.pt,27750,1,0,0,0,0,0.1501,0,18.387204576545486,0.06619653228014985,0.30322657404855025,0.4867429584970954,0.5685146591229742,0.4314853408770257,3.5764823534139456,21.22950302219335,0.3161810291382517,0.3508989460632362,0.4513329200247985,5.507343292236328,training,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_28500.pt,28500,0,1.0,0.11928799149840595,0,0,0.1505,0,16.903542275758543,0.01423338820386487,0.06734602747296677,0.07164611693993739,0.4675860198778413,0.5324139801221587,0.7073563513286419,2.2268816388685164,0.022318660880347178,0.16862988220706757,0.12523248605083695,5.535263538360596,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_28500.pt,28500,1,1.0,0.11928799149840595,0,0,0.1505,0,16.903542275758543,0.06645485400508419,0.3054436531582167,0.48757488402942695,0.5672949145671613,0.4327050854328387,3.5692978744316863,21.374706663799792,0.3174209547427154,0.34221946683199006,0.43273403595784254,5.328474521636963,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_29250.pt,29250,0,0,0,0,0,0.1564,0,16.46459081436231,0.0196756985918983,0.05388903214249943,0.09819287754941683,0.571694485796295,0.428305514203705,0.7606518416016019,2.783125010169625,0.03905765654060756,0.16738995660260383,0.13453192808431494,4.68788480758667,training,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_29250.pt,29250,1,0,0,0,0,0.1564,0,16.46459081436231,0.054076049999399314,0.2630270544810172,0.4721246576283801,0.5982109098226283,0.40178909017737163,3.4392602200007127,18.908314008454116,0.3292002479851209,0.34965902045877245,0.43521388716677,4.9200944900512695,training,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_30000.pt,30000,0,1.0,0.12221041445270989,0,0,0.1618,0,17.88442287374589,0.012273405671230666,0.08741128418551844,0.10648856534578602,0.5165003833362215,0.4834996166637785,0.9992682576969527,3.132656095708251,0.023558586484810913,0.1624302541847489,0.13639181649101054,5.238034248352051,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_30000.pt,30000,1,1.0,0.12221041445270989,0,0,0.1618,0,17.88442287374589,0.05571103036887659,0.3000321594508167,0.52071635408603,0.5941133937176238,0.40588660628237616,3.634471199453378,23.404331792220603,0.3248605083694978,0.35523868567885925,0.43769373837569747,5.586123943328857,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_30749.pt,30749,0,0,0,0,0,0.1569,0,16.48272816342881,0.013065612089909012,0.07705189629609624,0.07811479620481578,0.4643269697505994,0.5356730302494006,0.8135338259605125,2.5778214871486673,0.019838809671419714,0.1680099194048357,0.13453192808431494,4.4125566482543945,training,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_30749.pt,30749,1,0,0,0,0,0.1569,0,16.48272816342881,0.059502462348754136,0.2894956809247607,0.5214460663487457,0.5990574244557654,0.4009425755442347,3.6168837104337643,22.974034564766043,0.33353998760074394,0.3558586484810911,0.43955362678239307,5.332400798797607,training,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_31500.pt,31500,0,1.0,0.12300743889479278,0,0,0.1533,0,16.18647393308582,0.027405301722229682,0.11480692633116867,0.11329649040643096,0.4434153601073431,0.5565846398926568,1.0816668828284208,3.2962133860131466,0.019218846869187848,0.17606943583384996,0.11717296962182269,2.6672422885894775,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_31500.pt,31500,1,1.0,0.12300743889479278,0,0,0.1533,0,16.18647393308582,0.05288815920297115,0.2456352755706287,0.49360258158963993,0.6231364345989262,0.37686356540107374,3.4764300761633606,19.478086239496776,0.34097954122752633,0.33725976441413513,0.42343459392436456,4.937204360961914,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_33000.pt,33000,0,1.0,0.13177470775770456,0,0,0.1639,0,16.127615893776692,0.03705776838764333,0.09794803381944406,0.18074368856996048,0.572427490303015,0.42757250969698507,1.339513465362889,4.781775547855524,0.022318660880347178,0.18474891506509608,0.11035337879727217,3.010241985321045,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_33000.pt,33000,1,1.0,0.13177470775770456,0,0,0.1639,0,16.127615893776692,0.06275833290644448,0.27688065618855184,0.542780842774122,0.6151049910385831,0.384895008961417,3.681585409431502,25.55100480569218,0.3484190948543087,0.38127712337259767,0.43645381277123374,5.3179450035095215,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_35000.pt,35000,0,1.0,0.140807651434644,0,0,0.1589,0,16.24635810104821,0.12796721559732083,0.06544999430673042,0.1160630644252655,0.37502572555484825,0.6249742744451517,1.3557267975686016,4.346700421319536,0.019838809671419714,0.20396776193428395,0.11221326720396776,2.7727174758911133,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_35000.pt,35000,1,1.0,0.140807651434644,0,0,0.1589,0,16.24635810104821,0.06795297401824545,0.2725625547377371,0.5592242001799591,0.62153996560907,0.37846003439093007,3.749837840692904,27.48908894679507,0.3719776813391196,0.3880967141971482,0.46187228766274024,5.432539939880371,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_37500.pt,37500,0,1.0,0.1594048884165781,0,0,0.1774,0,15.420305710996375,0.10454238287531703,0.1026500242171099,0.15712774905987287,0.4312902989484541,0.5687097010515458,1.4040757647418751,4.979056972649194,0.021078735275883446,0.18040917544947302,0.10725356478611284,1.7687857151031494,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_37500.pt,37500,1,1.0,0.1594048884165781,0,0,0.1774,0,15.420305710996375,0.0665674011097952,0.2534117264334613,0.5995816681876228,0.6520304812593356,0.34796951874066445,3.8656080891724542,32.84090911611996,0.4085554866707998,0.4277743335399876,0.47489150650960943,5.225225448608398,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_40000.pt,40000,0,0.9968982630272953,0.2481402763018066,0,0,0.2234,0,16.01026590713213,0.04351119884075981,0.08774050298117232,0.1719491031804547,0.5671129507030863,0.43288704929691363,1.3600989722914427,5.420730493371023,0.02541847489150651,0.1717296962182269,0.11469311841289523,4.055900573730469,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_40000.pt,40000,1,0.9968982630272953,0.2481402763018066,0,0,0.2234,0,16.01026590713213,0.06336476068253324,0.24613157894957877,0.6332047106364707,0.6716919541524493,0.32830804584755063,3.946761288843023,35.96909452358719,0.48171109733415995,0.486050836949783,0.5003099814011159,5.852713584899902,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_45000.pt,45000,0,1.0,0.6238044633368757,0,0,0.5232,0,7.436293767123565,0.013494569022274215,0.07467996620958733,0.1258814225364301,0.588077173131955,0.41192282686804504,0.970071150085397,3.5281191278403776,0.027898326100433975,0.17234965902045876,0.11779293242405456,3.026243209838867,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_45000.pt,45000,1,1.0,0.6238044633368757,0,0,0.5232,0,7.436293767123565,0.06385938019093934,0.24933490951177223,0.6582187639646995,0.6775889632939379,0.32241103670606214,4.007120189675842,39.83774478172586,0.7935523868567886,0.5871047737135772,0.6075635461872287,5.841712474822998,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_50000.pt,50000,0,1.0,0.9208289054197663,0,0,0.8894,0,1.6135499616894093,0.021143361622888948,0.07521137686879824,0.13527189005178736,0.5840083711549506,0.41599162884504937,1.0681111192940334,4.406068035323923,0.01735895846249225,0.18970861748295104,0.10539367637941724,1.862635612487793,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_50000.pt,50000,1,1.0,0.9208289054197663,0,0,0.8894,0,1.6135499616894093,0.08880095277584371,0.2238973552995835,0.6408594364911939,0.6720719748151757,0.32792802518482433,3.99042596333597,37.80453703829117,0.9516429014259145,0.6720396776193428,0.6782393056416615,5.457688808441162,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_55000.pt,55000,0,1.0,0.9527098831030818,0,0,0.9363,0,0.8737301704906675,0.011595533546722507,0.06653282121475992,0.08085652438114853,0.5085799656998152,0.4914200343001847,0.7122387736787231,3.130766504930044,0.024798512089274645,0.15437073775573465,0.09547427154370738,2.386561155319214,grokked,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_55000.pt,55000,1,1.0,0.9527098831030818,0,0,0.9363,0,0.8737301704906675,0.10224332317618373,0.23804425089480813,0.6502735187485046,0.6564698769841546,0.3435301230158454,4.024439649831644,40.866243078241524,0.9659020458772474,0.7582145071295723,0.7402355858648481,5.394040107727051,grokked,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_60000.pt,60000,0,1.0,0.9659936238044633,0,0,0.946,0,0.7515035722031976,0.04743472020174368,0.06103079623548775,0.016879084941189972,0.1346614433774551,0.8653385566225449,0.5267903850809433,1.8907770370635633,0.018598884066955982,0.1884686918784873,0.0750154990700558,1.7435091733932495,grokked,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_60000.pt,60000,1,1.0,0.9659936238044633,0,0,0.946,0,0.7515035722031976,0.1042505191289389,0.2360818505587181,0.6526304368274126,0.657255672161481,0.3427443278385191,4.0144174189786295,39.977902461231366,0.9714817110973342,0.6305021698698078,0.6937383756974581,5.42532205581665,grokked,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_65000.pt,65000,0,1.0,0.9471307120085016,0,0,0.9267,0,1.3882977809648125,0.005390151991177951,0.25276341923078516,0.051378084609611005,0.1659865271989093,0.8340134728010906,1.1644745878523117,4.066462307274684,0.022318660880347178,0.1407315561066336,0.1568505889646621,2.1134026050567627,memorized,RAW,0,0,0,1,427253
RAW,42,ckpt_epoch_65000.pt,65000,1,1.0,0.9471307120085016,0,0,0.9267,0,1.3882977809648125,0.09989619171338888,0.23719715170866673,0.6478246217914223,0.6577447510067586,0.34225524899324145,4.0076820301872615,40.4215844102922,0.9528828270303782,0.6844389336639801,0.7284562926224426,5.242254257202148,memorized,RAW,0,0,0,1,427253
