name,variant,p,layer,subspace,k,alpha,accuracy,delta_accuracy,rank,variance_fraction,is_random_control,variance_matched,trial,percentile
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,73,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,74,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,75,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,76,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,77,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.975,0.007000000000000006,2,0.6335174559295181,1,1,78,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,79,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,80,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,81,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.975,0.007000000000000006,2,0.6335174559295181,1,1,82,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,83,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,84,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,85,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.98,0.01200000000000001,2,0.6335174559295181,1,1,86,
RAW_p113_s42,RAW,113,0,var_matched_A,2,1.0,0.975,0.007000000000000006,2,0.6335174559295181,1,1,87,
