name,variant,p,layer,subspace,alpha,accuracy,delta_accuracy,equivariance,delta_equivariance,rank,is_random_control,is_energy_matched
CRT-16_p113_s42,CRT-16,113,1,random_B,1.0,0.155,0.033,0.17,0.02200000000000002,15,1,0
CRT-16_p113_s42,CRT-16,113,1,random_B,1.0,0.17,0.048000000000000015,0.14,-0.00799999999999998,15,1,0
CRT-16_p113_s42,CRT-16,113,1,random_B,1.0,0.115,-0.006999999999999992,0.095,-0.05299999999999999,15,1,0
CRT-16_p113_s42,CRT-16,113,1,random_B,1.0,0.13,0.008000000000000007,0.165,0.017000000000000015,15,1,0
CRT-16_p113_s42,CRT-16,113,1,random_B,1.0,0.14,0.018000000000000016,0.14,-0.00799999999999998,15,1,0
CRT-16_p113_s42,CRT-16,113,1,random_B,1.0,0.13,0.008000000000000007,0.1,-0.04799999999999999,15,1,0
CRT-16_p113_s42,CRT-16,113,1,random_B,1.0,0.11,-0.011999999999999997,0.12,-0.027999999999999997,15,1,0
CRT-16_p113_s42,CRT-16,113,1,random_B,1.0,0.165,0.04300000000000001,0.115,-0.03299999999999999,15,1,0
CRT-16_p113_s42,CRT-16,113,1,random_B,1.0,0.12,-0.0020000000000000018,0.11,-0.03799999999999999,15,1,0
CRT-16_p113_s42,CRT-16,113,1,random_B,1.0,0.165,0.04300000000000001,0.125,-0.022999999999999993,15,1,0
CRT-16_p113_s42,CRT-16,113,1,random_B,1.0,0.18,0.057999999999999996,0.16,0.01200000000000001,15,1,0
CRT-16_p113_s42,CRT-16,113,1,random_B,1.0,0.13,0.008000000000000007,0.12,-0.027999999999999997,15,1,0
CRT-16_p113_s42,CRT-16,113,1,random_B,1.0,0.155,0.033,0.16,0.01200000000000001,15,1,0
CRT-16_p113_s42,CRT-16,113,1,random_B,1.0,0.145,0.022999999999999993,0.12,-0.027999999999999997,15,1,0
CRT-16_p113_s42,CRT-16,113,1,random_B,1.0,0.095,-0.026999999999999996,0.105,-0.043,15,1,0
